aux_loss,epoch,test_acc,test_loss,time,train_acc,train_loss
0.0,1,0.9834,0.5348914665222168,11.13639783859253,0.9479666666666666,0.7070812640825908
0.0,2,0.9878,0.49377748317718506,11.202154397964478,0.98675,0.5051319270292918
0.0,3,0.9886,0.4794404317378998,10.774059295654297,0.9934666666666667,0.47236989121437073
0.0,4,0.9892,0.4718968344211578,10.795851469039917,0.9960333333333333,0.45666561374664305
0.0,5,0.9904,0.4638343210220337,10.832295894622803,0.9977,0.44745665780703225
0.0,6,0.9891,0.4627302913665772,11.239437580108643,0.9983,0.44262817823092143
0.0,7,0.9904,0.4589013677597046,11.048382043838501,0.9986,0.4393473851044973
0.0,8,0.9905,0.4638367046356201,11.031041860580444,0.9985666666666667,0.43888181082407635
0.0,9,0.9892,0.4625539305686951,11.163395166397095,0.9987,0.43819858311017357
0.0,10,0.9901,0.4558816801548004,11.133286237716675,0.9989666666666667,0.4351036443869273
0.0,11,0.991,0.4541987792491913,11.249062299728394,0.9991333333333333,0.433921000734965
0.0,12,0.9881,0.46673177728652954,10.871387243270874,0.9988666666666667,0.43888637175559997
0.0,13,0.9901,0.4597617037296295,10.99571180343628,0.9989833333333333,0.4373040184656779
0.0,14,0.9906,0.4548157205104828,11.202487707138062,0.9991833333333333,0.4338298411846161
0.0,15,0.9909,0.4542370530128479,11.25663685798645,0.9992833333333333,0.43256696511904397
0.0,16,0.9898,0.45335776891708374,11.327571868896484,0.9993,0.4317463608264923
0.0,17,0.9878,0.46726318483352663,11.211160659790039,0.99915,0.43475509757995606
0.0,18,0.9891,0.45958533606529234,11.295560121536255,0.9991333333333333,0.43535525631904604
0.0,19,0.9904,0.4524560211181641,11.072518825531006,0.9992333333333333,0.4336860773563385
0.0,20,0.9905,0.4526832951545715,10.940772294998169,0.9993666666666666,0.43132111021677655
