aux_loss,epoch,test_acc,test_loss,time,train_acc,train_loss
0.0,1,0.984,0.5285257831573487,11.430968999862671,0.9461666666666667,0.703552523390452
0.0,2,0.9886,0.48857805118560793,10.696162223815918,0.9870166666666667,0.5028686471462249
0.0,3,0.9907,0.4733758010864258,11.28366756439209,0.9933666666666666,0.4707638120651245
0.0,4,0.9904,0.4658041591644287,11.093149662017822,0.9963333333333333,0.45636306082407635
0.0,5,0.9905,0.46603216638565065,11.000678777694702,0.9977166666666667,0.4473861651738485
0.0,6,0.9898,0.462054899930954,10.65000867843628,0.9982833333333333,0.4437095269362132
0.0,7,0.9913,0.45788766260147096,11.15578293800354,0.9987,0.4394919100920359
0.0,8,0.9907,0.4587923762321472,11.128408670425415,0.9987,0.4382708075841268
0.0,9,0.9878,0.46948441123962403,11.324129104614258,0.9988166666666667,0.4371154925664266
0.0,10,0.9894,0.4597420674324036,11.265406608581543,0.9986666666666667,0.43945170358022057
0.0,11,0.9904,0.4550659146308899,10.976722717285156,0.9992166666666666,0.43452786056200665
0.0,12,0.9893,0.4607390759944916,11.879468441009521,0.9991666666666666,0.4338044671217601
0.0,13,0.99,0.45694815454483034,11.140609741210938,0.99915,0.4347902189095815
0.0,14,0.9902,0.4546604850292206,11.417621374130249,0.9990666666666667,0.43511185148557024
0.0,15,0.99,0.45285727887153626,11.046628952026367,0.9992166666666666,0.43248487860361734
0.0,16,0.9911,0.4557441981315613,11.161677360534668,0.9990666666666667,0.43405717403093974
0.0,17,0.9908,0.4520146686553955,11.086317539215088,0.9993166666666666,0.43236705946922305
0.0,18,0.9888,0.4593363277435303,11.471286058425903,0.9993,0.43241273659070334
0.0,19,0.9888,0.46422856097221377,11.213668823242188,0.9991,0.4376872957070669
0.0,20,0.9912,0.45228234672546386,11.322373390197754,0.9993666666666666,0.43332124571800235
