aux_loss,epoch,test_acc,test_loss,time,train_acc,train_loss
0.0,1,0.9434,0.17457303297370672,26.704853057861328,0.9357166666666666,0.21823408038218817
0.0,2,0.9711,0.09270336296260356,26.066182136535645,0.9776333333333334,0.07413252185980479
0.0,3,0.9838,0.05071271872073412,26.307265996932983,0.9827,0.055163895375529924
0.0,4,0.9833,0.050803058916702865,26.32480525970459,0.9859166666666667,0.04496228314389785
0.0,5,0.9835,0.05017905896855518,25.829909324645996,0.9876666666666667,0.038776143550872805
0.0,6,0.9861,0.047757709248457104,25.962228059768677,0.9889166666666667,0.03337907052139441
0.0,7,0.9734,0.09382832203451544,25.656107425689697,0.9918,0.026555641516049704
0.0,8,0.9854,0.048773620879277585,25.81231689453125,0.9908333333333333,0.02733449354271094
0.0,9,0.9872,0.04625030140755698,25.938961505889893,0.9928666666666667,0.021273422266542913
0.0,10,0.9869,0.04729734258906683,25.992136240005493,0.9940666666666667,0.017752574694156645
0.0,11,0.9816,0.06347067236304284,25.74549698829651,0.9945166666666667,0.016713937576611836
0.0,12,0.9863,0.04907812719331123,26.189536094665527,0.9957166666666667,0.013078053204218546
0.0,13,0.9878,0.0448227470444981,26.289917707443237,0.9954833333333334,0.01366910473133127
0.0,14,0.9825,0.06004250298878178,25.898083686828613,0.9953833333333333,0.013014758313198885
0.0,15,0.9792,0.07447517518325476,25.737029552459717,0.9964333333333333,0.010430128680666288
0.0,16,0.9812,0.07341947981286794,25.819227695465088,0.9971833333333333,0.00909742532968521
0.0,17,0.988,0.0445681408784003,26.269266605377197,0.99685,0.00998983551065127
0.0,18,0.9873,0.05189578830557002,26.309677839279175,0.9974166666666666,0.007758830267253021
0.0,19,0.9881,0.04648606060079037,26.147111892700195,0.9980666666666667,0.005700087489684423
0.0,20,0.9889,0.04416652394132434,26.165726900100708,0.99645,0.009969511210918427
