aux_loss,epoch,test_acc,test_loss,time,train_acc,train_loss
0.0,1,0.9055,1.6079910596847533,27.106853485107422,0.7962166666666667,1.745418255106608
0.0,2,0.9416,1.560087329864502,26.35110092163086,0.9379833333333333,1.5661407672246297
0.0,3,0.9503,1.540654128074646,26.11773681640625,0.96255,1.535112707010905
0.0,4,0.9528,1.5378103879928589,26.143193244934082,0.97635,1.5177079596837362
0.0,5,0.9545,1.5302829145431518,26.34205961227417,0.9848,1.506544108581543
0.0,6,0.9572,1.5246344995498657,25.706127405166626,0.98975,1.498292765744527
0.0,7,0.9572,1.5258478366851806,25.870452642440796,0.9929333333333333,1.4913265118281047
0.0,8,0.9552,1.5273997980117797,26.210131406784058,0.9947833333333334,1.4867451601664226
0.0,9,0.9536,1.5256777381896973,26.26589322090149,0.9955833333333334,1.4841123748143514
0.0,10,0.9553,1.524343927192688,26.407214164733887,0.9965333333333334,1.4812672142664591
0.0,11,0.9543,1.525387379837036,25.84398126602173,0.9969166666666667,1.4790294830322266
0.0,12,0.9585,1.5220776924133301,25.49814796447754,0.9973833333333333,1.4772991274515788
0.0,13,0.958,1.519040765953064,25.928431510925293,0.9976166666666667,1.4757970495224
0.0,14,0.9568,1.5218847122192383,25.346497774124146,0.9979,1.474568596204122
0.0,15,0.9563,1.5204226196289063,25.91715979576111,0.9981333333333333,1.4738157106399536
0.0,16,0.956,1.5198893936157227,26.58777403831482,0.9981,1.472885601870219
0.0,17,0.9485,1.5273908378601073,25.90393877029419,0.99825,1.4716842529296874
0.0,18,0.9561,1.5194842742919923,26.325419425964355,0.9980833333333333,1.4753395303726196
0.0,19,0.9595,1.514942657661438,26.299029111862183,0.9985166666666667,1.4705108696619669
0.0,20,0.9595,1.5153895334243774,25.886402130126953,0.99865,1.4690494077046712
